temperature,humidite_air,humidite_sol,vitesse_vent,label
43.54,93.95,94.57,26.12,3
33.05,11.81,40.89,24.11,0
39.58,23.84,66.2,34.54,0
41.53,89.76,46.49,35.0,3
21.84,51.27,63.06,45.0,4
21.36,60.81,44.96,30.59,0
33.33,69.67,18.86,6.29,1
27.33,71.12,50.79,51.5,4
40.2,93.86,52.86,18.59,3
42.0,99.73,81.06,58.28,4
25.6,74.81,73.55,7.07,0
22.11,35.85,66.38,57.5,4
38.42,89.18,11.34,5.46,2
23.24,14.43,72.06,13.86,0
39.68,30.8,50.03,2.79,0
27.71,90.76,89.41,42.31,4
35.03,33.06,91.99,51.02,4
17.87,29.86,5.52,26.04,1
33.72,22.43,82.06,55.71,4
28.55,87.32,3.77,35.42,3
32.6,55.01,36.72,37.8,0
20.04,70.74,54.23,50.73,2
37.11,31.52,14.81,17.81,1
40.88,78.22,74.63,21.26,3
21.5,78.4,0.84,54.36,4
17.87,38.13,16.86,54.06,4
15.71,46.96,58.08,58.59,4
34.26,28.87,71.44,54.11,4
33.21,97.89,91.66,7.64,3
31.4,68.1,70.55,49.42,4
21.96,94.11,67.18,24.59,0
26.73,37.3,39.43,59.45,4
32.83,80.37,0.13,28.34,3
29.9,78.93,12.02,33.23,3
44.63,72.25,53.46,31.79,0
19.09,96.91,67.51,19.3,3
35.85,45.42,41.74,4.5,0
27.13,21.76,73.07,53.74,4
27.85,70.45,52.19,48.16,4
36.53,75.64,7.42,8.37,3
35.77,61.76,19.2,46.61,4
44.74,28.61,84.0,37.55,0
18.85,55.4,72.49,24.55,0
18.12,38.1,89.48,15.24,0
36.73,48.47,11.76,51.58,4
32.35,68.07,99.02,42.01,4
23.22,77.07,20.94,32.86,1
17.38,30.9,1.18,36.57,1
17.57,46.48,99.74,5.46,0
41.83,34.22,28.11,28.44,2
20.76,27.88,66.8,11.62,0
24.7,80.5,17.67,12.5,1
21.8,91.83,58.02,39.68,0
25.65,43.32,90.4,54.68,4
17.08,77.62,32.02,24.23,2
30.57,90.73,67.03,12.46,3
17.03,86.15,18.79,38.92,1
39.01,26.45,62.48,52.27,4
22.01,96.07,33.65,44.9,4
31.2,43.9,21.12,52.13,4
41.4,40.53,31.32,32.19,1
34.53,15.62,17.88,45.11,4
30.99,53.76,90.19,8.4,0
24.73,19.81,39.72,20.9,0
24.99,32.37,24.53,23.37,1
35.08,38.52,44.84,30.68,0
44.82,82.79,32.05,55.74,4
34.86,88.79,74.44,52.46,4
31.73,37.22,97.12,8.07,2
36.92,87.28,43.8,10.37,3
28.96,87.15,86.1,21.46,3
16.8,78.82,56.59,17.44,0
31.87,23.2,15.72,36.89,1
43.73,72.13,69.06,54.17,4
20.26,95.05,51.34,57.74,4
35.7,71.43,65.06,39.22,0
21.03,39.85,88.97,50.29,4
31.07,55.05,44.04,31.51,1
17.9,68.12,90.12,12.5,0
28.51,55.95,75.07,31.48,0
37.68,20.8,48.86,33.3,0
25.43,38.09,60.32,44.55,4
34.95,82.22,32.56,13.19,3
38.86,87.53,98.36,22.1,3
42.82,22.36,66.74,21.84,0
22.04,95.71,4.38,57.57,4
26.98,39.59,32.66,26.64,1
19.57,69.61,62.33,45.31,4
44.77,77.66,5.63,45.05,2
42.81,83.08,2.39,15.93,2
31.2,95.12,45.0,34.31,3
40.26,38.16,33.27,53.66,4
30.63,87.27,43.83,28.51,3
33.71,21.85,26.27,56.71,4
17.67,73.45,16.47,12.87,1
37.66,76.78,68.91,4.45,3
18.83,71.0,51.46,53.49,4
39.78,32.71,20.02,50.86,2
38.46,88.57,31.96,59.56,4
36.26,25.2,59.18,40.76,0
16.08,14.83,7.22,56.2,4
24.09,74.57,14.75,49.62,4
22.89,52.79,7.32,50.67,3
25.8,86.42,81.23,34.15,0
17.63,44.51,75.24,22.94,0
43.11,25.15,75.33,56.07,4
31.61,85.28,71.63,25.93,3
24.17,59.4,66.94,32.33,0
26.91,27.03,47.7,26.77,0
28.42,74.83,64.23,33.89,0
33.02,56.0,3.84,28.23,1
30.47,64.39,62.15,2.88,0
42.58,51.48,77.79,52.92,4
29.91,84.58,50.04,26.66,3
44.76,84.66,35.75,35.34,3
40.54,73.84,27.74,8.35,2
21.26,19.49,64.28,0.2,0
42.92,85.5,69.28,14.72,3
18.49,70.39,87.1,42.28,4
39.52,72.73,34.23,5.95,1
26.42,42.67,76.98,54.53,4
41.34,89.14,56.14,12.9,2
41.04,75.28,88.28,12.28,3
39.18,20.13,52.78,10.89,0
38.7,46.7,51.76,0.84,0
24.14,89.77,57.79,46.31,4
17.43,14.25,74.93,52.5,4
27.09,96.53,96.47,36.85,0
20.21,71.12,7.36,11.29,1
35.85,66.82,5.34,17.12,1
25.38,34.35,93.76,28.56,0
44.27,32.39,52.99,57.26,4
34.23,94.79,61.49,14.84,3
39.67,36.84,48.24,43.9,4
18.98,79.8,9.37,26.37,1
40.86,45.38,76.81,17.87,0
42.68,22.53,74.72,27.35,0
29.61,10.96,31.17,4.27,1
33.19,58.98,30.62,47.92,4
37.94,97.82,83.78,14.6,3
20.25,43.22,7.24,43.52,4
30.08,42.15,88.11,4.1,2
26.96,40.97,25.67,57.31,4
19.39,56.85,59.3,11.58,0
26.03,49.66,93.6,52.96,4
17.05,89.19,67.81,48.57,4
15.77,55.5,41.44,58.07,4
19.05,55.7,68.95,28.67,0
43.89,22.45,34.4,43.64,4
31.49,98.45,27.73,22.24,3
43.97,32.5,99.67,11.06,0
27.97,16.6,75.08,26.58,0
24.35,69.68,64.47,9.94,0
30.18,63.58,35.53,58.92,4
28.19,47.36,4.92,5.77,1
18.17,48.0,3.11,35.35,1
34.22,80.66,55.42,37.59,3
21.48,27.61,76.2,32.28,0
33.59,83.82,53.74,39.73,3
34.51,68.39,84.08,6.97,0
19.56,47.71,3.34,33.3,1
16.84,51.22,36.68,17.23,0
38.42,33.1,23.71,56.41,2
28.79,77.69,44.73,45.72,4
16.74,56.16,7.24,58.35,4
44.85,38.88,95.41,2.25,0
16.73,63.64,22.33,17.11,1
35.85,99.62,92.23,11.73,3
44.51,49.17,42.59,0.67,0
22.18,92.86,98.55,14.54,0
19.27,41.05,55.41,40.73,0
18.64,14.93,93.08,13.87,0
24.1,28.38,0.53,30.54,1
18.03,47.68,74.82,53.27,4
35.76,29.77,90.31,41.63,0
16.87,10.02,13.97,23.68,1
30.28,92.35,9.61,22.35,3
44.9,85.95,42.46,27.34,3
39.42,76.81,93.37,10.62,3
33.46,25.1,54.24,38.04,0
24.19,20.83,52.75,21.85,0
33.72,16.08,14.11,51.14,4
30.81,75.16,0.08,45.39,4
27.78,93.59,81.01,36.63,0
18.92,48.75,8.76,21.85,1
41.6,20.72,63.38,12.6,0
28.49,56.12,91.46,46.57,4
20.84,41.39,20.87,29.18,1
26.03,43.73,66.53,13.49,0
27.42,65.92,7.87,11.71,1
39.83,74.68,60.38,9.92,0
37.01,19.95,16.39,46.63,4
38.08,13.2,73.6,13.74,0
15.33,99.49,30.12,31.6,1
27.48,30.95,46.34,27.09,0
29.44,14.84,59.94,34.78,0
15.58,27.09,17.13,52.63,4
22.79,13.51,74.16,52.06,4
37.81,45.26,30.26,27.06,1
19.11,82.22,66.24,0.92,0
31.06,40.71,15.83,25.59,1
21.46,49.98,68.81,36.37,0
15.36,70.8,12.82,33.47,1
22.24,55.8,42.54,39.08,0
44.28,87.53,24.72,9.24,2
39.05,87.94,74.84,38.79,3
43.79,10.89,26.2,10.96,2
29.64,80.02,88.17,45.03,4
18.29,51.47,89.18,20.35,0
31.44,99.0,19.64,42.59,4
28.63,53.49,61.38,2.87,1
40.33,98.82,8.77,24.47,2
17.94,77.91,39.15,42.3,4
29.65,32.37,71.33,13.61,0
19.5,58.46,65.94,47.72,4
24.74,99.29,62.47,37.85,0
37.12,87.18,28.25,35.25,3
29.28,18.76,37.8,21.21,0
26.28,73.57,10.29,28.95,1
26.83,41.1,71.9,35.84,0
28.78,10.63,50.39,28.35,0
38.55,46.31,70.88,41.9,0
41.76,31.13,24.89,26.02,2
43.66,83.7,32.44,12.14,3
38.61,40.36,33.42,12.84,1
24.46,84.48,2.57,0.35,1
35.64,10.05,34.1,18.06,1
28.13,37.7,80.33,44.94,4
22.64,31.7,89.73,47.65,4
40.23,31.02,51.82,12.15,0
16.15,16.14,45.55,57.54,4
42.05,26.84,3.08,30.14,0
28.84,60.0,87.92,55.02,4
34.12,36.22,1.3,42.41,4
34.78,47.57,94.48,43.35,4
41.85,43.92,48.92,5.1,0
34.1,88.83,34.19,13.2,3
33.42,91.48,92.42,0.53,3
17.0,54.37,2.44,42.97,4
30.55,39.71,58.14,20.67,0
19.51,19.61,54.89,47.2,4
37.12,95.81,21.93,20.34,3
30.37,15.42,42.89,49.16,4
35.41,36.79,65.23,7.84,0
16.25,36.83,72.71,10.4,0
17.54,38.84,0.07,20.45,1
36.49,24.79,93.69,24.51,0
17.16,80.48,16.45,20.92,1
17.14,21.02,23.36,45.82,4
15.36,67.14,26.35,5.82,1
43.7,21.15,3.78,21.07,2
37.13,16.35,12.31,50.23,1
25.6,91.85,98.63,4.01,0
23.9,27.11,31.52,56.54,4
25.49,83.91,11.53,59.18,4
38.24,59.02,10.7,5.31,2
34.84,17.01,71.95,17.48,0
20.56,95.99,85.46,22.34,0
20.22,32.23,25.7,46.58,4
17.95,87.37,2.09,35.76,1
34.81,25.19,22.31,38.66,1
37.93,86.85,5.65,45.45,0
22.95,11.19,10.34,7.08,1
15.63,56.06,43.15,49.99,4
17.47,79.25,22.99,42.34,4
44.04,94.13,51.59,34.64,3
23.86,91.83,25.35,53.38,4
38.08,83.77,94.05,42.02,4
33.74,89.94,90.59,12.1,3
26.46,27.93,56.68,25.78,0
21.17,35.58,35.44,29.64,0
18.64,36.01,38.11,3.31,0
33.45,43.93,41.19,57.28,4
38.24,45.4,72.76,7.71,0
34.32,59.01,45.16,41.85,0
30.91,24.39,85.67,30.37,0
16.26,72.21,94.41,1.54,0
44.05,25.08,33.59,55.48,4
38.96,37.93,56.07,51.11,2
23.78,55.3,9.51,31.46,1
44.4,81.68,20.05,13.74,2
33.06,76.55,41.35,7.3,3
32.47,68.1,20.62,21.8,1
37.44,24.02,87.66,15.33,0
39.35,59.23,15.83,30.4,2
34.69,17.87,45.57,57.98,4
18.84,43.96,60.57,34.5,0
25.15,47.22,69.19,53.4,4
42.84,13.58,38.31,39.05,0
21.74,34.66,86.91,28.51,0
26.17,96.01,56.83,51.28,4
27.96,95.83,43.95,28.28,0
28.18,41.71,6.72,52.12,4
33.39,13.88,46.47,17.49,0
43.29,26.12,82.07,7.73,0
22.22,45.3,61.45,51.32,4
18.65,95.3,83.22,35.24,0
20.92,22.71,49.4,53.35,4
41.61,78.72,11.85,56.27,2
34.37,19.78,1.36,3.22,1
23.58,98.31,30.32,30.06,1
39.48,44.35,69.8,22.5,0
40.84,79.77,79.03,37.55,3
40.4,40.83,29.58,47.62,2
42.57,66.49,49.57,16.84,0
22.57,27.28,42.11,33.41,0
37.65,23.14,41.05,42.52,4
28.82,94.43,23.13,8.07,3
40.26,92.59,13.64,48.84,2
36.85,89.87,19.67,36.37,3
38.29,66.29,5.53,56.97,2
34.68,82.74,19.81,20.37,3
20.32,16.21,0.92,6.49,1
31.35,40.13,62.73,30.39,0
44.54,38.23,31.64,5.15,1
43.12,67.21,97.31,58.17,4
16.3,42.04,19.37,2.32,1
19.94,23.37,34.58,45.21,4
18.95,63.68,35.78,31.51,0
36.78,83.29,0.85,22.12,3
39.53,44.39,83.92,3.95,0
21.41,21.9,3.2,37.33,1
30.18,27.7,94.02,35.11,0
40.22,31.37,89.21,16.85,0
36.98,36.99,53.55,54.61,4
31.27,67.85,54.36,18.25,0
32.71,64.09,65.38,26.98,0
30.25,72.65,38.71,32.63,0
23.93,42.63,64.72,6.01,0
31.95,84.16,4.48,55.93,4
35.67,28.37,5.4,22.47,1
41.2,52.21,45.72,4.85,0
34.09,82.08,54.96,23.24,3
37.83,26.21,88.78,36.01,0
19.8,19.89,10.47,30.82,1
28.85,89.53,82.26,41.67,3
15.28,40.86,21.0,3.33,1
22.4,71.55,39.41,17.07,4
36.79,12.28,31.66,49.15,4
44.75,72.1,40.02,4.79,0
17.98,38.45,15.05,51.33,4
27.04,15.02,50.36,5.51,0
39.0,64.88,80.16,50.07,4
21.12,31.67,44.15,21.65,0
31.65,44.81,49.06,36.73,0
36.99,17.25,84.88,9.17,0
33.48,23.24,70.61,3.97,0
20.64,36.82,49.05,12.96,0
25.66,18.08,25.77,7.67,1
38.51,91.97,88.49,18.74,3
31.63,10.54,57.7,30.86,0
15.16,53.55,22.11,35.33,1
37.83,21.09,26.91,47.39,4
16.06,37.69,80.31,39.37,0
37.37,93.35,4.41,36.53,3
21.07,24.55,99.21,24.71,0
43.74,96.92,13.04,28.43,2
26.04,28.52,79.61,24.87,4
24.81,76.74,39.48,50.53,4
19.47,59.2,49.22,13.8,0
24.17,89.6,88.07,0.34,0
41.3,59.86,41.29,39.08,0
44.89,58.11,53.75,12.15,0
26.05,27.59,4.93,53.41,4
28.46,24.96,0.23,51.54,4
36.66,92.48,24.48,4.6,3
41.59,39.51,68.06,6.38,0
32.79,43.49,12.13,29.71,1
26.75,78.38,11.38,36.55,1
27.38,40.49,41.1,16.49,0
35.87,95.69,64.78,43.01,4
15.1,76.41,71.21,35.69,3
33.59,63.77,17.85,19.49,1
25.66,89.28,7.96,1.52,1
38.83,14.46,94.04,45.01,4
17.79,33.14,26.07,12.89,1
32.65,51.85,85.33,50.07,1
29.43,30.43,86.35,25.22,1
34.27,76.95,77.25,34.62,3
16.95,92.73,16.88,52.38,4
32.4,48.14,82.18,51.82,4
31.84,40.79,76.93,22.29,0
31.82,96.54,59.67,12.53,3
33.1,50.04,33.72,46.51,4
35.29,54.01,26.25,25.98,1
39.15,41.65,12.19,11.52,2
23.09,91.86,50.98,54.27,4
39.75,61.21,58.53,11.89,0
29.95,78.6,35.93,1.55,3
17.31,83.06,47.54,1.22,0
16.76,40.77,36.35,37.34,0
25.03,49.03,64.1,39.7,0
38.55,86.36,90.13,18.66,3
36.23,42.69,16.39,19.2,1
38.66,81.45,38.14,20.37,3
30.52,94.69,14.09,40.81,3
28.21,66.09,62.49,3.49,0
19.42,76.75,72.89,55.75,4
24.85,82.46,93.19,13.35,0
28.02,86.05,27.89,59.98,4
17.66,45.55,95.02,10.29,0
21.62,14.61,6.33,46.29,4
32.95,46.17,60.3,13.4,0
37.07,70.64,5.71,4.85,1
44.95,50.53,89.38,52.5,4
42.99,77.41,52.98,51.53,4
34.28,42.13,66.93,24.21,0
27.64,67.13,83.16,42.14,4
34.09,26.78,15.03,33.42,1
38.57,77.44,3.86,51.18,2
18.55,59.11,87.89,18.9,0
27.3,28.37,31.49,31.42,1
40.19,36.27,12.9,29.12,2
26.51,77.37,46.85,21.23,4
32.16,53.43,59.83,53.49,4
32.63,29.44,3.1,9.95,1
20.53,97.05,27.49,8.97,1
25.87,74.36,3.28,34.61,1
25.04,96.14,42.03,39.45,0
15.79,48.44,89.51,11.68,0
15.73,52.76,98.27,23.44,0
39.95,90.82,63.7,56.79,4
23.19,57.25,16.16,14.8,1
30.54,73.66,90.58,40.1,0
23.96,32.7,51.62,44.41,4
43.22,50.21,15.37,26.89,2
22.78,21.11,92.17,56.25,4
27.89,28.54,75.75,44.2,4
41.18,10.08,73.17,27.48,0
40.26,13.53,70.92,34.16,0
20.58,97.96,20.03,41.56,1
39.08,31.81,21.1,35.53,2
28.75,69.7,68.83,52.72,4
29.49,85.52,21.97,21.41,3
19.0,59.56,43.87,17.99,0
17.42,23.78,78.2,12.83,0
36.84,75.53,78.4,2.27,1
29.89,64.02,45.33,2.58,0
28.11,75.81,79.22,52.2,4
36.89,79.28,83.86,40.7,3
37.97,97.79,65.48,39.63,3
19.77,61.62,22.84,36.88,1
33.31,40.75,27.4,50.95,4
19.06,68.36,31.48,28.82,1
37.54,16.16,11.68,52.22,4
34.71,90.77,27.32,21.57,3
43.7,20.74,20.95,55.6,2
17.07,39.51,45.53,41.92,0
16.71,83.42,90.84,15.43,0
23.47,63.76,10.45,33.85,1
22.85,45.43,72.03,31.98,0
22.41,52.61,68.73,8.27,0
42.19,86.91,9.58,35.47,2
22.49,40.6,92.26,18.89,0
23.16,88.27,56.85,3.14,0
37.78,17.93,36.37,56.92,4
28.49,79.91,75.65,38.49,3
38.3,86.28,25.74,52.62,2
16.96,26.36,69.35,40.56,0
29.63,48.73,3.97,21.42,1
16.01,24.89,83.94,30.76,0
16.88,73.59,44.82,40.54,0
42.19,58.18,63.67,57.62,4
19.18,67.18,22.12,15.22,1
30.97,27.68,67.71,52.5,4
27.33,29.06,77.22,55.44,4
25.42,13.73,47.32,40.22,0
42.0,38.99,61.77,55.88,0
15.65,60.38,45.63,23.87,0
34.91,87.21,89.41,57.18,4
43.9,70.02,49.79,42.17,4
31.81,49.19,84.18,2.52,0
43.1,95.78,80.14,54.41,4
16.57,74.73,41.05,29.07,0
27.56,93.71,23.01,27.62,1
22.8,57.48,40.61,33.99,0
36.92,33.3,82.62,8.96,0
44.44,14.75,22.76,28.15,0
22.7,75.35,52.44,49.87,4
34.63,20.92,80.61,0.93,0
20.94,37.25,35.35,16.38,0
31.96,57.92,64.22,0.15,0
28.92,60.8,24.56,24.94,1
44.16,64.05,10.93,43.7,2
33.26,24.96,79.44,47.93,4
25.49,44.18,9.9,56.71,4
18.42,65.55,27.14,36.51,1
19.54,97.28,85.51,15.28,0
21.76,75.49,34.65,55.45,4
22.53,93.03,97.3,46.52,4
40.52,78.6,97.97,34.47,0
31.84,63.25,26.83,41.74,1
30.7,27.28,4.1,55.46,4
18.44,70.0,70.51,42.74,4
40.8,66.1,45.1,22.1,0
36.68,64.22,10.08,42.78,4
17.03,54.08,70.75,2.42,0
36.24,57.58,3.12,23.18,1
31.31,40.1,87.02,24.38,0
17.45,56.74,13.87,10.01,0
28.75,27.78,12.73,1.39,1
29.54,82.47,17.57,8.0,3
19.97,26.72,96.03,39.28,0
43.37,17.65,69.32,48.14,4
40.5,49.26,80.14,59.29,4
35.07,69.25,39.76,20.78,0
28.87,49.39,33.63,35.96,1
27.35,34.91,23.45,56.23,4
34.53,60.24,48.06,10.02,0
31.36,41.23,55.18,43.06,4
16.87,93.96,63.18,45.3,4
30.38,93.04,25.71,5.34,3
39.19,55.21,94.87,51.67,4
28.78,39.51,16.98,48.79,4
16.56,76.34,96.57,2.0,0
38.59,13.3,1.49,5.47,2
21.04,52.73,48.11,2.95,0
22.76,40.27,33.34,20.08,1
19.94,92.85,44.91,30.56,0
24.91,11.08,57.07,31.94,0
37.7,59.75,43.56,16.06,0
30.58,76.66,41.48,54.7,4
21.15,53.65,73.27,22.1,0
41.33,17.69,68.59,2.73,0
41.39,97.52,83.33,18.01,3
41.12,56.62,25.0,31.87,2
22.16,65.28,60.95,24.49,0
28.54,31.29,58.52,16.43,0
44.55,53.51,36.97,7.88,0
38.16,48.62,48.61,49.15,4
15.82,16.74,31.38,59.77,4
16.96,19.55,14.18,19.77,1
28.92,85.37,21.38,22.9,3
42.28,31.58,10.55,37.08,2
31.16,27.55,68.31,43.11,4
29.93,55.44,66.07,23.52,0
18.16,79.19,95.06,54.3,4
34.7,15.58,72.97,33.6,0
39.66,61.91,5.2,27.02,3
26.41,20.73,88.42,38.8,0
38.27,13.28,86.27,57.17,4
43.93,14.75,44.33,47.67,4
21.11,85.07,58.59,2.4,0
30.7,20.62,97.61,19.94,0
23.61,14.06,53.23,28.23,0
38.79,49.41,90.53,18.87,0
32.33,85.96,8.3,42.01,4
34.04,33.62,19.11,49.58,4
38.94,47.95,44.08,43.88,4
26.88,13.59,58.48,59.36,4
42.45,50.42,81.62,16.35,0
30.99,61.99,98.83,52.5,4
19.74,61.38,38.89,46.0,4
35.88,39.92,4.74,21.73,1
38.8,38.4,80.12,44.05,4
24.5,19.6,60.44,6.24,0
40.72,43.01,19.85,47.36,2
42.18,18.95,49.48,31.94,0
23.31,78.99,74.23,17.54,0
44.51,96.96,77.04,39.35,3
19.22,97.31,49.96,38.5,0
21.06,87.86,30.52,12.57,1
20.53,64.07,97.37,1.82,0
41.82,73.08,66.34,26.02,0
34.63,35.67,40.82,34.17,0
19.56,66.77,28.05,52.6,4
28.21,51.01,73.11,55.69,4
33.46,53.38,24.22,31.73,1
17.5,78.2,17.17,45.23,4
41.47,35.37,52.98,26.36,3
39.11,38.62,29.0,44.76,2
30.16,93.22,62.89,12.29,3
44.01,15.06,11.79,22.26,2
27.53,53.71,65.49,38.05,0
44.52,92.15,28.33,1.09,2
35.04,64.93,0.02,43.35,4
34.04,59.18,12.69,50.13,4
19.98,32.48,93.36,23.95,0
41.46,40.89,86.74,26.88,0
27.82,86.68,23.36,51.08,4
19.87,60.33,77.84,46.54,4
15.38,56.33,60.86,17.29,0
31.79,18.96,97.09,19.44,0
30.82,11.44,37.36,40.73,0
36.58,96.73,68.15,33.79,3
41.71,43.93,6.35,9.73,2
17.38,64.29,39.62,18.6,0
36.94,17.17,96.38,54.0,4
20.62,71.48,53.9,41.29,0
40.75,93.93,28.79,59.16,2
39.57,61.81,12.03,46.02,2
31.22,21.35,70.35,56.52,4
36.31,62.35,64.49,12.97,0
24.43,78.97,37.39,46.29,4
29.14,46.58,95.09,1.21,0
39.65,89.19,2.22,40.25,2
28.78,68.38,30.37,28.16,1
25.73,90.93,92.11,20.81,0
29.83,66.12,32.09,51.74,4
39.85,21.82,25.23,51.26,2
25.06,37.87,53.42,1.34,0
20.21,28.16,82.38,36.57,0
36.36,91.79,10.31,22.07,3
39.78,78.44,94.3,24.94,3
18.02,70.88,79.51,49.92,4
22.2,37.09,18.13,18.59,1
19.26,26.56,71.2,56.58,4
25.44,78.08,38.5,10.78,0
28.51,52.67,40.23,39.76,0
37.46,30.32,78.33,40.33,3
34.53,65.5,96.28,15.13,0
33.63,13.63,12.67,19.49,1
25.57,39.36,42.06,50.09,4
40.24,52.17,48.09,45.71,4
29.14,23.32,37.63,19.75,0
44.37,98.62,36.32,32.04,3
34.02,28.82,5.23,3.7,1
18.79,21.73,68.55,12.52,0
35.29,28.32,43.62,29.15,0
24.75,79.22,19.48,5.16,1
35.59,48.3,81.6,50.6,4
17.09,60.89,80.26,43.08,1
20.25,11.89,48.64,56.62,4
40.67,13.1,29.85,41.61,2
21.82,50.12,63.81,56.42,4
40.11,83.5,28.82,33.27,2
23.38,89.67,23.6,36.01,1
34.29,17.8,73.05,58.62,4
35.82,58.45,4.03,38.53,1
30.38,92.19,9.48,1.85,3
24.16,44.92,0.68,43.43,4
21.38,84.66,15.29,54.33,4
16.0,22.03,6.9,47.73,4
24.12,94.19,99.58,35.03,0
34.59,77.63,28.88,40.28,3
43.15,94.72,14.93,59.41,2
41.14,70.9,24.1,5.44,2
37.98,42.71,93.61,40.03,0
38.65,94.44,52.02,17.0,3
34.95,34.8,36.48,38.41,0
22.81,39.9,87.34,36.46,0
42.22,73.07,39.5,9.21,0
35.12,78.88,33.5,12.4,3
31.81,93.65,20.73,37.3,3
18.33,28.43,37.78,7.69,0
28.41,81.82,31.67,15.91,3
28.81,76.47,67.73,50.11,4
40.94,15.74,28.96,19.63,2
31.4,44.85,57.72,29.28,0
26.41,35.45,6.59,56.47,4
44.3,37.4,19.13,13.63,2
18.32,98.47,40.74,23.38,0
27.68,67.85,93.69,36.39,0
16.26,74.59,37.73,45.32,4
37.2,97.9,66.41,54.1,4
42.54,43.95,25.51,54.93,2
23.4,82.17,12.7,46.6,4
40.75,49.11,5.85,13.7,2
23.77,88.26,30.54,1.49,1
42.32,26.26,15.77,23.03,3
37.62,95.29,17.4,8.49,3
39.15,29.69,76.08,42.62,4
15.54,39.36,1.58,39.67,1
43.88,78.06,55.78,2.64,3
36.8,45.44,37.95,50.2,4
24.14,64.74,50.65,14.92,0
39.88,50.01,56.28,25.93,0
23.45,76.81,31.34,40.08,1
41.18,30.55,29.51,25.77,2
18.38,15.26,73.34,26.48,0
36.11,36.99,87.13,3.94,0
31.22,52.69,19.26,24.09,1
17.9,25.12,9.76,45.89,4
22.26,41.93,89.78,54.91,4
15.37,46.0,34.99,24.81,1
29.06,15.17,55.13,25.42,0
24.04,62.5,35.95,42.16,4
32.95,89.59,12.58,56.57,1
23.92,23.66,58.93,16.02,1
24.0,63.8,52.51,26.41,0
37.3,69.83,20.3,47.76,4
16.44,47.74,45.19,36.58,0
42.09,73.1,79.69,6.64,0
40.57,46.97,59.04,37.66,0
35.03,55.42,9.69,11.2,1
32.8,10.66,54.8,30.61,0
41.77,72.25,70.27,31.75,0
20.56,69.52,79.27,52.57,4
17.37,13.46,62.91,27.75,0
22.19,43.14,15.27,16.77,1
38.84,98.11,71.02,13.86,3
16.04,47.87,67.73,52.46,4
32.48,55.18,2.44,10.26,1
44.86,91.89,41.17,25.55,3
40.67,74.55,33.3,11.23,1
30.64,62.39,66.94,46.4,4
16.91,81.8,21.61,28.46,0
39.94,87.79,59.09,21.07,3
32.97,51.12,91.32,21.67,0
18.45,52.76,79.78,51.13,4
17.82,44.74,92.15,33.23,0
42.29,97.0,97.85,43.07,4
35.08,72.74,1.07,53.82,4
39.88,17.49,62.27,54.1,4
41.37,87.67,41.28,19.71,3
32.15,53.25,85.99,57.15,4
30.52,16.19,25.18,1.49,1
27.91,59.47,98.1,22.61,0
24.51,47.54,61.37,53.75,4
28.04,89.0,79.35,16.48,3
38.22,28.36,8.56,16.38,2
33.06,84.38,18.35,18.16,3
41.78,60.19,75.84,36.74,0
28.3,14.91,2.2,26.3,1
33.21,97.47,81.69,43.6,4
33.94,56.14,1.39,53.69,4
32.75,36.18,65.71,40.45,0
36.08,52.25,36.51,12.27,0
22.12,87.21,61.15,55.96,4
30.37,37.44,69.6,15.87,0
18.13,27.34,34.25,8.99,1
26.54,21.62,10.8,5.4,1
29.63,36.81,6.96,33.8,1
34.57,80.2,58.89,6.83,3
43.52,52.45,52.07,8.33,0
33.02,30.47,74.22,18.0,0
37.31,24.96,50.97,16.9,0
30.19,39.95,42.24,36.25,0
34.02,94.59,39.81,49.0,4
17.13,40.87,2.64,45.68,4
22.63,98.93,33.56,15.75,1
25.86,53.67,97.6,14.72,0
29.17,26.12,87.36,57.95,4
16.37,90.2,32.94,0.49,1
19.2,51.43,58.78,52.78,4
23.3,73.87,84.73,11.98,0
44.15,98.53,44.13,56.84,4
24.94,14.52,1.8,20.54,1
29.46,18.7,7.45,26.42,1
20.88,74.84,51.04,42.43,4
33.32,35.36,96.94,35.26,0
23.42,26.59,69.32,19.08,4
21.21,13.54,7.09,33.23,1
30.5,11.97,18.94,43.84,4
15.17,79.7,77.13,2.54,0
15.23,22.1,84.14,0.67,0
21.57,52.09,61.77,27.48,0
16.1,64.53,64.44,7.91,0
18.24,48.55,2.83,39.86,1
25.17,12.44,82.85,12.84,0
39.08,80.52,78.83,25.97,3
32.16,10.95,25.9,11.86,1
30.38,78.57,70.87,32.91,3
23.8,90.4,21.49,6.96,1
42.95,48.96,4.03,1.39,2
26.91,58.2,20.11,3.07,1
17.61,52.93,17.86,57.26,4
33.51,45.03,33.77,8.54,1
18.42,89.87,41.84,42.51,4
25.36,90.45,50.85,4.08,0
30.22,40.22,47.68,6.49,0
41.23,65.36,27.07,30.53,2
29.81,93.42,2.92,27.89,3
36.07,96.59,60.51,57.09,4
44.78,55.81,39.57,56.69,4
18.94,50.75,29.87,46.78,4
23.24,35.08,86.69,36.13,0
26.84,96.3,74.67,27.3,0
27.65,22.85,85.78,21.37,0
27.33,62.18,49.5,56.83,4
42.23,35.43,13.09,36.17,2
36.42,35.11,69.62,34.74,3
33.24,46.45,20.61,13.91,1
24.28,99.89,44.12,2.8,0
39.71,14.95,6.5,56.71,2
43.65,62.07,82.53,18.82,0
